Fe,C,Cr,Ni,Mn,Si,N,Mo,Co,P,S,Cu,W,Al,Ti,Ce,Nb,vol% sigma phase formed,Temperature(c),Onset Time(hrs),e_tot,e_tot_eV,CNT_feature
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,927.79,0.2306,-712.4990983315355,-4.4474193717854444e+21,2.0481123095532215e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,922.49,0.2264,-699.8129361226345,-4.3682323472774846e+21,2.011645337115105e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,914.18,0.2221,-697.7673131029964,-4.355463568388903e+21,2.005765097130188e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,902.85,0.2204,-715.5083691569673,-4.46620324027779e+21,2.0567626006690684e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,888.52,0.2204,-704.5695404833883,-4.3979230716973097e+21,2.0253184210049616e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,876.44,0.2212,-719.1591250108308,-4.488991258317606e+21,2.0672568707965402e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,858.33,0.2225,-708.05552086705,-4.4196825612521256e+21,2.0353390362609773e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,837.96,811.74,-697.4130550447173,-4.3532522895891256e+21,2.0047467656100236e+22
61.03,0.03,26.03,6.67,0.94,0,0.4,4.93,1.3,0,0,0,0,0,0,0,0,20.0,818.36,0.23,-706.3270652401508,-4.408893541229021e+21,2.0303705089263345e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,5.0,700.0,1.0,-439.983979000476,-2.746379996920971e+21,1.264754728121452e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,12.0,700.0,2.0,-464.44761957918945,-2.8990820414133004e+21,1.3350766183850023e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,23.0,700.0,4.0,-437.0715689044122,-2.728200733101341e+21,1.2563828677469148e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,35.0,700.0,7.5,-456.74255569021796,-2.8509870326183405e+21,1.3129280483252639e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,43.0,700.0,9.0,-427.5356313624718,-2.668677410964549e+21,1.2289713648993829e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,46.0,700.0,11.0,-375.60505224773476,-2.3445267361303605e+21,1.0796944625479503e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,49.0,700.0,50.0,-474.5074659364799,-2.9618756023755074e+21,1.3639941218665205e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,50.0,700.0,100.0,-434.69223495511096,-2.7133489305898026e+21,1.2495433599334828e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,55.0,700.0,200.0,-495.0664588640435,-3.0902048362293593e+21,1.4230919180399657e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,55.0,700.0,400.0,-418.51878074331415,-2.612394229399767e+21,1.203052001927914e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,4.0,750.0,0.3,-451.28307307816254,-2.8169089421538907e+21,1.2972345077050349e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,16.0,750.0,0.7,-534.1730229746898,-3.334308009408014e+21,1.5355055835827086e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,27.0,750.0,1.0,-450.99352904937956,-2.815101608326227e+21,1.2964021997191064e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,41.0,750.0,2.0,-334.9167758850761,-2.090550515074645e+21,9.627340904323804e+21
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,45.0,750.0,4.0,-454.4992165759824,-2.836984109867282e+21,1.306479464088277e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,48.0,750.0,8.0,-446.0810469294652,-2.7844378949337214e+21,1.2822810378484213e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,48.0,750.0,10.0,-479.93210738755295,-2.9957362143131054e+21,1.3795875099239543e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,50.0,750.0,50.0,-479.68598040182655,-2.994199889668201e+21,1.3788800062788832e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,47.0,750.0,100.0,-481.73338969755116,-3.0069798184921145e+21,1.3847653809987766e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,45.0,750.0,200.0,-441.26252700412897,-2.754360693559773e+21,1.2684299747438946e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,2.0,800.0,0.2,-392.3015590249264,-2.4487463314335906e+21,1.1276893598565683e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,25.0,800.0,0.3,-416.361992961082,-2.598931560063074e+21,1.1968522135825986e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,38.0,800.0,0.7,-396.78786604626174,-2.476749859860766e+21,1.1405854612780982e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,45.0,800.0,1.0,-443.80045392029245,-2.7702024333704655e+21,1.2757253655309329e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,48.0,800.0,2.0,-433.34013847258825,-2.704909144345896e+21,1.2456566947348279e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,49.0,800.0,4.0,-502.81670669322364,-3.138581883179102e+21,1.4453703714698758e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,50.0,800.0,8.0,-406.9407558520061,-2.540124198028222e+21,1.1697704225466476e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,50.0,800.0,9.0,-453.7823939112224,-2.83250970279385e+21,1.3044189234828228e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,51.0,800.0,10.0,-462.56869426602054,-2.8873537896085004e+21,1.3296755588304797e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,54.0,800.0,25.0,-479.06321913794966,-2.990312613859082e+21,1.3770898496127962e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,55.0,800.0,50.0,-494.96454615539625,-3.0895686971019834e+21,1.4227989651456124e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,56.0,800.0,100.0,-461.8480518266765,-2.882855539502115e+21,1.3276040381025753e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,54.0,800.0,200.0,-415.63836823251194,-2.5944146945073396e+21,1.19477212012346e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,55.0,800.0,400.0,-446.86578126440327,-2.789336206652405e+21,1.2845367937572773e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,7.0,850.0,0.09,-406.9067106301961,-2.5399116877536837e+21,1.1696725579485957e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,13.0,850.0,0.15,-430.29507778532775,-2.6859018755360157e+21,1.2369035239707954e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,25.0,850.0,0.3,-439.41121205938816,-2.742804785674701e+21,1.2631082824974589e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,39.0,850.0,1.0,-467.536520482351,-2.918362960850835e+21,1.3439558099202197e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,42.0,850.0,2.0,-439.737207435674,-2.744839648813477e+21,1.2640453716033845e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,44.0,850.0,3.0,-388.225785672467,-2.423305354167539e+21,1.1159733568557663e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,43.0,850.0,4.0,-459.9152266429536,-2.8707908447053163e+21,1.322048040824449e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,45.0,850.0,5.0,-481.60798865061975,-3.0061970651571683e+21,1.384404909766669e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,44.0,850.0,10.0,-406.927741600488,-2.540042963070246e+21,1.1697330124659947e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,47.0,850.0,23.0,-439.43611751499947,-2.7429602455286265e+21,1.2631798744059004e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,47.0,850.0,45.0,-474.12591837604555,-2.9594939825032764e+21,1.362897345383525e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,51.0,850.0,100.0,-472.9131685850742,-2.951923998308033e+21,1.3594112388310912e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,53.0,850.0,200.0,-461.66721076949096,-2.8817267296231626e+21,1.3270842019425552e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,2.0,900.0,0.15,-479.53538944341835,-2.9932599009058174e+21,1.3784471254565137e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,17.0,900.0,0.7,-435.8417131587866,-2.720523973537146e+21,1.2528475893199119e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,32.0,900.0,2.0,-415.44582942624214,-2.5932128672786033e+21,1.1942186582312116e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,40.0,900.0,4.0,-474.1857171833316,-2.9598672466583555e+21,1.3630692398793717e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,38.0,900.0,8.0,-337.81566987201575,-2.1086454113411224e+21,9.710670981128731e+21
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,41.0,900.0,10.0,-540.0836120016064,-3.3712019061140273e+21,1.5524958508982542e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,42.0,900.0,23.0,-523.6022134914306,-3.2683250166135097e+21,1.5051192924627567e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,40.0,900.0,40.0,-456.85628542919574,-2.85169693364904e+21,1.3132549698314217e+22
66.904,0.016,22.2,5.7,1.6,0.44,0.16,2.98,0,0,0,0,0,0,0,0,0,40.0,900.0,200.0,-454.77182469757366,-2.838685729762255e+21,1.3072630890090983e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.92,850.0,660.97,-693.1912323934861,-4.32689967260014e+21,1.99261093700198e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,11.44,850.0,816.38,-702.716066426013,-4.386353686631173e+21,2.019990522287283e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,11.5,850.0,902.91,-712.0754344933971,-4.4447748621077845e+21,2.04689446784081e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,11.5,850.0,1036.04,-683.2269930478567,-4.2647028906047213e+21,1.9639682603910095e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,11.48,850.0,1133.66,-689.6214735008084,-4.3046172375920463e+21,1.9823494964649304e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,11.5,850.0,1204.66,-692.8662651573076,-4.324871227111914e+21,1.9916768033333515e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.53,850.0,1304.5,-702.8214413701435,-4.3870114370324356e+21,2.0202934275410544e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.04,850.0,605.43,-711.4480439593091,-4.4408586903940073e+21,2.04509100411886e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.46,850.0,560.97,-718.1892557041361,-4.482937334105218e+21,2.0644689356674283e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.74,850.0,518.71,-704.1683480616183,-4.3954188286006217e+21,2.024165174440228e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.09,850.0,483.07,-710.4905749786161,-4.4348821690165216e+21,2.0423387143125082e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.28,850.0,451.89,-690.1906775110288,-4.3081702090238413e+21,1.9839857002758676e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,4.84,850.0,414.02,-698.5755143126079,-4.3605083603392985e+21,2.008088309678635e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.62,850.0,322.61,-717.5940142960069,-4.479221837235675e+21,2.062757886126453e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,4.848,850.0,278.01,-695.4920323706751,-4.341261266057754e+21,1.9992246952034084e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,2.68,850.0,240.12,-715.1070910366323,-4.4636984622506584e+21,2.055609107759762e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,1.77,850.0,193.35,-706.7568005475556,-4.411575949017842e+21,2.0316058033639083e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.78,850.0,135.49,-703.6067183703481,-4.3919131360677126e+21,6.649917478621133e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.37,850.0,104.35,-691.6410803083334,-4.3172236232846166e+21,1.994710400965428e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.13,850.0,66.59,-704.9528871469723,-4.400315921571401e+21,6.127970921585823e+20
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.0,850.0,35.5,-700.0838927038701,-4.369923658257557e+21,-0.0
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.49,900.0,1344.25,-710.9180980633108,-4.437550768111186e+21,2.0435676496114188e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.54,900.0,1202.27,-705.7543233592645,-4.405318486408529e+21,2.028724135339074e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.54,900.0,1100.21,-692.7565836730267,-4.3241865952870327e+21,1.9913615187265194e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.51,900.0,1042.51,-704.314259379814,-4.396329607048799e+21,2.0245846034157868e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.54,900.0,984.83,-703.7745669471808,-4.392960846884303e+21,2.0230332320284586e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.41,900.0,907.15,-694.6557065872869,-4.3360409205178447e+21,1.9968206372393135e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.35,900.0,85.02,-712.0323488756766,-4.4445059216819733e+21,2.0467706161977346e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,10.12,900.0,760.67,-708.906333116627,-4.424993331313986e+21,2.037784736256329e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.83,900.0,700.71,-695.5692833390278,-4.341743466602212e+21,1.9994467567605085e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.41,900.0,640.73,-681.9414616287386,-4.256678603486586e+21,1.960272939610985e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.95,900.0,594.05,-698.5514597055583,-4.3603582114820947e+21,2.0080191635745696e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.24,900.0,558.42,-693.4875235371521,-4.328749121918904e+21,1.9934626398883065e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.54,900.0,513.91,-711.6369294668029,-4.442037713731784e+21,2.0456339644312313e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,6.76,900.0,473.83,-706.1886771361518,-4.4080297226838595e+21,2.0299727057853063e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,6.19,900.0,440.45,-705.6498465020404,-4.4046663418657364e+21,2.0284238116785316e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.49,900.0,409.26,-690.7337532544979,-4.3115600878145755e+21,1.9855467971499876e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,4.63,900.0,371.38,-699.7999702237676,-4.368151414136757e+21,2.011608066026431e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.41,900.0,311.25,-708.9404914072285,-4.4252065473639203e+21,2.037882925875962e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,2.39,900.0,246.72,-699.6085295133213,-4.3669564412221514e+21,2.0110577606624908e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,1.12,900.0,182.14,-684.5654343992949,-4.2730574415203984e+21,1.967815673270429e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.6,900.0,146.55,-695.7539599034827,-4.3428962177175393e+21,3.9793555537859036e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.26,900.0,108.76,-701.0468845008351,-4.3759346530542126e+21,1.3176162097242665e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.05,900.0,71.01,-698.1723771645633,-4.357991978261204e+21,2.2353576547953587e+20
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.03,900.0,48.82,-711.7810409396787,-4.4429372575454745e+21,1.353283477691197e+20
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.43,750.0,1321.87,-718.7824749525879,-4.4866402086540537e+21,2.0661741724149035e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.43,750.0,1268.62,-702.6458460461168,-4.385915371019861e+21,2.0197886704887563e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.45,750.0,1206.5,-698.3548463089309,-4.3591309506603463e+21,2.007453989079895e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.27,750.0,1144.34,-701.1545098270097,-4.3766064503401947e+21,2.0155017540909834e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,9.11,750.0,1077.75,-706.218388449922,-4.408215180704413e+21,2.0300581123600067e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.82,750.0,997.83,-682.8706799736085,-4.262478784395264e+21,1.962944021630383e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.61,750.0,948.98,-701.3217489985238,-4.377650357248786e+21,2.0159824909882223e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,8.28,75.0,889.01,-687.8298202891242,-4.2934337382447133e+21,1.977199304687995e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.96,750.0,842.36,-696.4963471719726,-4.3475301990474533e+21,2.0021116455336202e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.44,750.0,780.14,-707.590315946643,-4.416778752138946e+21,2.0340017827455955e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,7.0,750.0,735.68,-695.8029835560137,-4.3432022233566376e+21,2.0001185390719175e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,6.48,750.0,691.21,-702.7553461973753,-4.3865988709640165e+21,2.020103433845251e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,6.09,750.0,653.42,-705.8322281920123,-4.4058047683745405e+21,2.02894807646026e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.57,750.0,611.17,-704.2364822322431,-4.3958441220936617e+21,2.0243610293316723e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.21,750.0,577.82,-718.6233625141069,-4.4856470288130554e+21,2.0657167961955945e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,5.02,750.0,540.07,-701.4489925206485,-4.378444611313888e+21,2.0163482585022933e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,4.58,750.0,531.012,-695.9512790347571,-4.3441278837349543e+21,2.000544821429575e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.9,750.0,482.18,-701.068695389185,-4.376070796619293e+21,2.0152550764364322e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.41,750.0,455.46,-706.3325088505078,-4.4089275202448696e+21,2.030386156841408e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,3.02,750.0,422.11,-697.934773158152,-4.3565088540531847e+21,2.006246468967887e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,2.66,750.0,395.42,-706.4888135283566,-4.409903174044002e+21,2.0308354620201686e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,2.21,750.0,362.06,-710.9767274941543,-4.4379167330185107e+21,2.0437361826794515e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,1.9,750.0,333.016,-694.6485016326114,-4.3359959471907605e+21,1.9967999262568082e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,1.56,750.0,2299.81,-711.6111329643111,-4.44187669196323e+21,2.0455598111664474e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,1.22,750.0,268.68,-706.9831984722164,-4.4129891248635747e+21,2.032256594891141e+22
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.84,750.0,228.68,-697.4806954308697,-4.3536745008794886e+21,7.978463189505426e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.57,750.0,193.13,-702.3928997169886,-4.384336480033443e+21,3.700248767248692e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.31,750.0,157.59,-694.5956618380229,-4.335666121192939e+21,1.6088082322113613e+21
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.18,750.0,122.06,-699.3711433044147,-4.3654746765061563e+21,8.663325475277906e+20
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.05,750.0,93.2,-701.0798455370794,-4.3761403958424497e+21,2.244666576051989e+20
69.66,0.02,15.27,2.04,11.05,0,0,0,0,0,0,0,0,1.96,0,0,0,0.05,750.0,59.91,-707.8479918221882,-4.4183871649540987e+21,2.266336335701656e+20
